Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
3201,B001YJ6M7Q,A2KMWYRK5UGRPE,Pete Adkins,0,5,4,1264204800,Chopped Clams,"Not much to say. I ordered two large cans of ""Chopped Clams"" for some clam chowder that I will be making soon and they arrived in good condition and in a timely manner.<br /><br /> I have not opened them yet but will in February at my boss's home in the country. I will be making clam chowder in his kitchen with his wife's blessings. There will be a small group of us there and we will be shooting guns as part of the day's activities. I hope they like the clam chowder! Things could get ugly... L.O.L."
3202,B002GWMGOS,AOCFMMNFO3OQM,Matt,0,0,4,1350604800,Great Price,"These are great beans for the price. If you live in a big city, however, I'd suggest buying green beans at a local Ethiopian shop or even a community Coop. I also remember a Pea berry out of East Timor that was outstanding, but this Tanzanian Pea berry is comparable to standard beans."
3203,B000084DVR,A3DKGXWUEP1AI2,"Glenna E. Bauer ""Puppy Mum""",3,3,5,1163030400,Premium Quality Dog Food!!!,"We have been using this food for about 6 months now and find it to be just excellent! Other than the fact our two dogs (a Coton de Tulear 15lbs, and Standard Poodle puppy 40lbs) both love the food, but are thriving.  Their coats are in excellent condition and their overall structure is perfect.  Good tasting to the dog and good for them and a good deal for the owner.  All around the best food we have ever used.  Excellent!!!"
3204,B000084DVR,A1UGDJP1ZJWVPF,"T. Moore ""thoughtful reader""",1,1,5,1177977600,Good stuff!,"I'm glad my 45lb cocker/standard poodle puppy loves the stuff because I trust the brand and its superior nutrition. Compare labels! My previous feed (Pedigree) was mostly corn. My little dude is healthy and happy and high energy and has a glossy coat. Also, superior nutrition produces smaller, compact stools."
3205,B005K4Q1VI,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",0,0,5,1349568000,"Grove Square Hot Cocoa Cups, Milk Chocolate, Single Serve cup for Keurig K-cup brewers, 24 Count","I received the K-cups on time and in execellant condition. I usually drink coffee, but at night the Hot cocoa is good with a snack, just before bed."
3206,B005K4Q1VI,A365A90ZY1Q80T,Kimberly M. Sholl,0,0,4,1349568000,Delicious Hot Cocoa,This is the best hot cocoa I've had in a K-Cup!  The taste is smooth and creamy.  It's perfect for a cold morning or an evening hot drink.  I would definitely recommend this product.  The best part is that it can be ordered on auto delivery so I never run out.
3207,B005K4Q1VI,AQ80LJNDLVZPG,PinkBiker,0,0,5,1349481600,So yummy!,"I'm pregnant and had to,give up my hot cup of coffee. I thought maybe a hot cup of this will suffice? Sure does! Throw the kcup,in- and this is the best hot choc ever! I choke down my vitamins with it too! Worth it and so cheap here!"
3208,B005K4Q1VI,A2NWIF2APZNNV0,gio,0,0,5,1349395200,yummy,This is quite the buy compared to other hot chocolates. The kids love it quick and easy.I will order this hot chocolate again.
3209,B005K4Q1VI,A9RIPXAHUQBKY,Maddy,0,0,5,1348617600,Great!,Kids loved it. Great product at a great price.  My little one can make her own hot cocoa without my assistance.
3210,B005K4Q1VI,A1NK86G7OK4E54,elf310,0,0,3,1348358400,Decent Flavors but a little weak,"Even on the small cup setting of the elite, these are a little weak for me.  Make sure you shake the cups before putting them in your machine or they will be way too weak.  I also run a cup of hot water thru the maker before using these so there is no coffe taste to them."
3211,B005K4Q1VI,A3D7QMIGNEID0P,Margaret A. Kohl,0,0,5,1348272000,Great hot chocolate,"The hot chocolate is my husband's favorite.  Service was also great, as it usually is.  Very popular now with winter coming on."
3212,B005K4Q1VI,A103U3KR4L2ZXT,"AndreaR ""andiemack""",0,0,5,1348185600,Great cup of cocoa,I like the rich dark smooth taste of the Grove Square cocoa. It is the best I have found in K-cups and I have been on auto delivery for at least a few months now. Delicious!
3213,B005K4Q1VI,A2CJKQ0DOE5ARF,"Ross H. Reddick ""RossPDX""",0,0,1,1348099200,Disgusting,"Looks like and tastes like chocolate colored water. No chocolate flavor whatsoever, this was a complete disappointment.  I got the hot chocolate k-cups from swiss miss instead.  How people can be giving this product four and five stars is astounding to me, is the Amazon ratings system being gamed for this product?"
3214,B005K4Q1VI,A14Z8PWKLIRDLA,"J. Corne ""Josh""",0,0,5,1347926400,"Fast, Affordable, & very good!!!","Excellent coffee for people on a tight schedule. My Fiancee fell in love with my brother in law's and had to have one! Now, everyone that visits our house has to try a cup and keeps coming back for more. Also like the fact that there's a wide variety of coffee flavors to choose from."
3215,B005K4Q1VI,A1T010IZIHYJ9C,mikey,0,0,4,1347840000,Hot Cocoa right on time,The kids love the hot cocoa and I like the fact that I can get the stuff shipped to me when I need it without worry of order.
3216,B005K4Q1VI,A3LNXBAF8GTKK9,Marcela Smith,0,0,5,1347840000,Along these lines,This was the best purchase that I could have made for my daughter. It was priced beautifully and my daughter can study without worrying about the price for her college books. Thanks so much!!
3217,B005K4Q1VI,ANN2AVY4DPB4C,"Doris H. Blue ""Am I Blue""",0,0,4,1347494400,A CHOCOHOLIC'S VIEW,AS  A CHOCOHOLIC FOR  MANY YEARS I CRAVE A GOOD CUP OF HOT CHOCOLATE.  THIS DONE IN THE KEURIG IS REALLY EASY AND FAST.  THE MILLK CHOCOLATE<br />IS TASTY AND THE DARK CHOCOLATE TASTES LIKE THE MANY CUPS OF COCOA I HAD AS A CHILD.  NOT PARTICULARLY CARRIED AWAY BY THE  PEPPERMINT<br />FLAVOR BUT IT WAS NOT STRONG ENOUGH  TO MATTER.
3218,B005K4Q1VI,A2JRW1GL8Z771V,MI_Mom,0,0,5,1347494400,Great Hot Cocoa!,My family loves all three flavors. The dark chocolate is my favorite.  The price was unbeatable.  I will buy this product again.
3219,B005K4Q1VI,A1LFVTK70U5EZ5,GQ,0,0,2,1347321600,Sweet cocoa,"I found this too sweet. Am hoping there's an unsweetened version available. Not very chocolatey too, kinda like Swiss miss."
3220,B005K4Q1VI,ADKBNA7OMK620,Theresa,0,0,1,1347062400,should say diet,It has artificial sweetener which not only taste bad to me but also gives me a headache. This should say light or diet to let the buyer know this. I would have never bought it had I known. It seems like it would taste good otherwise.
3221,B005K4Q1VI,ARWRBORADGA3G,"Ryan White ""SunsetQuest""",0,0,5,1346803200,good hot cocoa,It tastes good and is little sweet so my first thought was that it had a lot of sugar.  I looked on the box and was surprised that it did not have that much. (a plus for me)
3222,B005K4Q1VI,A1Q7232KST2VWE,Rob  S.,0,0,2,1346716800,If you like the taste of artificial sweetner it is ok.,"I have to admit based on most of the reviews I was sold on getting the 48 pack.  Was a mistake. All three flavors had a distinct taste of the sucralose.  That is the name of the artificial sweetner, in the product.  If you like Splenda,you may like this.  But, it has a distinct taste. Unfortunately not for me. A few friends of mine that tried it and said,""It wasn't bad."" Unfortunately, that was the best of the comments.<br />If you really want a good cup of hot chocolate try Cafe Escapes or Swiss Miss.  Both are twice as good in my opinion. Liked the Escapes best.  Wish I liked the artificial sweetner, but the that taste has a distinct after taste. Probably would be better without the artificial stuff and more regular sugar. If your going to order I would get the small pack to try it.  Better then throwing out 30.  Try Cafe Escapes and Swiss Miss and see for yourself."
3223,B005K4Q1VI,A3GL1ORCNI2XEZ,Tom,0,0,5,1346716800,Grove Square Hot Cocoa For Keurig,This is the best Hot Cocoa product I have found for the Keurig K-cup Brewer. The others I have tried do not have the test or alot of the product remains in the cup.
3224,B005K4Q1VI,A3OCCDTAMODER1,Joe,0,0,5,1345680000,highly recommended hot chocolate,"They have some really good hot chocolate. I got a single pack before and it was so good that I reordered some more. I like to make a mocha by brewing one of these and then one coffee (use a big cup).<br /><br />One thing to note: these dont have a strainer inside, the entire contents are meant to be used (unlike the coffee Kcups) so it will feel empty once done. I would not recommend brewing on the smaller cup settings. Use a standard mug or larger because the smaller settings wont get all the chocolate from the inside to come out.<br /><br />Also, kids may not like the peppermint flavor.... But that is my favorite one. If you don't want to get the variety pack, they sell the individual flavors too."
3225,B005K4Q1VI,AGLWD7FVS8E1L,"BasicTek ""Tim""",0,0,5,1345507200,Best Keurig Hot Chocolate so far,"I brew the 8 oz cups, 10 and 12 makes it too thin. It's good at that point but adding some creamer, whipped cream, and or cinamin always improves it."
3226,B005K4Q1VI,A2DPQ82V9HI4TJ,"Jane Krisch ""Jane Krisch""",0,0,5,1345334400,A++ Service,Husband and Grandaughter LOVE this cocoa... Make it for them all the time as I drink my coffee.. My husband is a very picky person but for some reason he really likes this one product and wants me to keep it in stock here at the house.. Loves it at night after dinner on cold evenings.
3227,B005K4Q1VI,A29S7IVPEA0YIW,Teri A. Hagen,0,0,5,1344988800,Great Value and Super Yummy!,"These k-cups are awesome.  They taste no different (Personally, I think better) than those which are priced three times as much!  I highly recommend this product!"
3228,B005K4Q1VI,A1K4RN8VAOZ93A,goaliemom53,0,0,5,1344902400,Great taste,"I have purchased other hot cocoa cups but find Grove Square to be about the best of them all.  I usually add two teaspoons of the the flavored coffeemate creamers, my favorite being the Sugar Free Caramel Macchiato.  By adding the sugar free creamer the taste is there but not the calories."
3229,B005K4Q1VI,A3HUUFNYEM826Q,doma602,0,0,5,1344556800,Grove Square,"The most chocolatey and smooth hot cocoa ever, Yum! It has the best price and taste for the Keurig K-Cup Brewer. Way better then at least 3 other peicer brands--we've tried different ones and this is the best and super super fast delivery. Thanks"
3230,B005K4Q1VI,ACNIYDWGA2WQN,"Edward N. Barnes ""enbarnes""",0,0,3,1343952000,Pretty good cocoa,Makes pretty good cocoa and a lot easier than on the stovetop.  Not as sweet as I would prefer and needs to be stirred to keep it in suspension.  I guess I can add marshmallows:-)
3231,B005K4Q1VI,A2DVA9DTH2YTC,Angela M. Hiteshew,0,0,4,1343606400,What a great value!!,"Arrived quick and on-time, and what a great value! Definitely pleased with my purchase, and will likely buy again =)"
3232,B005K4Q1VI,A3PFGKHWB839TI,Matt,0,0,5,1343520000,"Great product, great price ...","Great option for excellent taste, price, and convenience. A repeat customer on these! We order these now in the 36 pack instead of getting at the grocery store."
3233,B005K4Q1VI,A3OGQ11JV4GGC3,ritchie02,0,0,5,1343433600,"Grove square Hot Cocoa cups,Milk Chocolate For Keurig K-cups Brewers, 24 Count","Grove square Hot Cocoa is just the right amout of milk chocolate, not to much chocolate, just the right mixture. Delicious! I say a good cup of hot chocolate. Try Grove Square Hot Cocoa, Milk Chocolate K cups for Keurig Coffee Makers. Enjoy! I did."
3234,B005K4Q1VI,AB094YABX21WQ,J. Gregg,0,0,5,1343174400,tastes pretty good,this hot coca tastes pretty good when brewed on 8oz setting however its not the best I've ever tasted nor the worst. its hard to rate this because everyone has different tastes so its ether you like it or you don't. I my self happen to like it and will buy again unless I find something better.
3235,B005K4Q1VI,A190ZI4MDD47UC,Jean,0,0,5,1343174400,Love the hot chocolate,This is a great buy.  I love this hot chocolate because it is very low in sugar and has a good taste.  It isn't messy like regular hot chocolate as it is all dissolved before it hits the cup.  Would buy again.
3236,B005K4Q1VI,A15DQC8JSUVGYR,"Edmund N. Durden ""ND House""",0,0,5,1342656000,Easy and kids love it,"Yum!  All the convenience you expect with a K-Cup with all the flavor of real hot chocolate.  The kids love it, and so will you!"
3237,B005K4Q1VI,A3SWKICKP4J5K6,Julie Munro,0,0,5,1342569600,Great tasting coco,I really like the flavor of this hot chocolate.  The kids love the flavor too.  I always keep a box of this in the house as my kids and their friends are avid coco drinkers.  This makes it easier and less messy even for the younger ones.  No more powder spilled on the counter tops this way!
3238,B005K4Q1VI,A3BI8LP14PUYAG,Richard Sweetman,0,0,5,1341705600,Kcup Hot Cocoa,This is one of my wife's favorite. Grove Square has another great product to share with Kcup users.  Now we need some specials  to bring the price per unit down.
3239,B005K4Q1VI,A1VMAF3WW4J3M3,B1teller,0,0,5,1341619200,Love it!,My husband and I both love this hot chocolate. We are on the auto shipment for every other month and we are going to have to change it to every month!
3240,B005K4Q1VI,A2ALSH7ZYSVPK3,dopey62,0,0,5,1341619200,great taste for a great price,My family really enjoys Grove Square Hot Cocoa Milk Chocolate and we keep a supply on hand.  The excellent price is what made us choose this brand but the taste is what makes us continually renew our order.
3241,B005K4Q1VI,A3B5N33ML7LJ5P,Luvssassy,0,0,5,1340409600,Keurig hot chocolate,I have tried several types of hot chocolate since purchasing my Keurig and this is by far the one I enjoy the most.  I have it shipped every month so that I don't worry about running out!!!
3242,B005K4Q1VI,A18VUKXM8NXY,K. Engle,0,0,5,1339891200,Great Dark Cocoa,"I liked the milk chocolate version, so tried this.  It is just as good, and with the more intense chocolate flavor, appeals to my chocolate desires."
3243,B005K4Q1VI,A24MI2GG040LY7,RBD,0,0,1,1339286400,Still Looking,"When I bought my Keurig brewer, I eagerly looked for other beverage options for my wife who is not a coffee drinker.  I'm still looking.  The Grove Square Hot Cocoa had a nasty aftertaste, almost metallic.  No amount of cleaning/tinkering with the brewer made any improvement.  I used the brewer to make hot water for a Nestle Hot Cocoa pack, and that was a far superior beverage.  The Grove Square quickly found it's way to the trash.  I'll find quality mixes and use the Keurig to heat the water from now on."
3244,B005K4Q1VI,A28QH292WLWZY,"Joanna Luebke ""Loving Mom""",0,0,3,1337904000,Taste is okay,"It's okay but it does not have a rich chocolatey taste. I actually find it to have a funky taste, can't quite figure it out."
3245,B005K4Q1VI,A3L0TIXDIKFKA0,"Ms. Ann M. Gillilan ""homeschoolmomof3""",0,0,5,1337731200,The kids love it!,"After trying several brands of Hot Cocoa my kids have decided that this is the one for them.  I'm certainly happy about it because not only is it delicious, but it's also more affordable.  3 boys can consume a box of hot cocoa very quickly, even with limits set.  It's also very convenient to have it shipped automatically.  If we don't drink that much I simply skip a month.  If friends come over and we drink a lot, I just order an extra box.  It's quick, simple and delicious."
3246,B005K4Q1VI,ABFMZYA9NJ222,Rb4123,0,0,4,1337212800,Found the secret,"To everyone worried about not getting a full cup to run through your machine with these k-cups, here's the trick.  Put it in your machine, close the lid, open the lid, turn 90 degrees, close the lid and repeat two more times.  You should have closed the lid on the k-cup four times by now.  Next step is to hit the brew button.  The problem is the needle is too small to run the chocolate through.  With the extra three holes it all flows out very quick and turns out good.  Would have given them five stars if it was able to run through the needle like it is supposed to.  Could have been a little thicker overall, but not bad."
3247,B005K4Q1VI,A2H84V55USFJQX,M5,0,0,5,1337126400,the best chocolate taste out there!,"the greatest, best chocolate taste in any keurig k-cups out there. will definitely order more. everyone in the office tries to steal them. i'm a chocolate nut, and these pass the test."
3248,B005K4Q1VI,AUOGMXLRRLVE1,Chris M.,0,0,5,1337126400,Hot cocoa k-cups,I have tried different brands of hot cocoa from dark to milk and the Grove Square milk chocolate k-cups have by far been the best.  They're big critics in my family and they have given two thumbs up.  I would recommend anyone who enjoys hot cocoa to purchase this brand.
3249,B005K4Q1VI,ABPNZ9RKXOP0E,gentlman4u,0,0,5,1337040000,cocoa,great product for keurig coffee maker. works fine with coffees and cocoa mixtures. Is good for just hot chocolate. like purchase price
3250,B005K4Q1VI,A3SEW1ECTN5D0D,"Auntie Nell ""Auntie Nell""",0,0,5,1337040000,Good cocoa,I enjoy the selection and they have all met my expectations so far.  My sister wioll not try any favor but milk chocolate but I am glad I brought the variety pack anyway
3251,B005K4Q1VI,A250GU4SMP2BFS,Jaynee L. Ziegler,0,0,5,1336262400,Great hot chocolate!,This hot chocolate is much better than other k cup hot chocolates I have tried.  It is not watery.  I have tried both the milk and dark chocolate version and like them both.
3252,B005K4Q1VI,A1NEGY709BBIY3,"Ellen R. Powers ""etpowers98""",0,0,5,1336089600,Best hot chocolate,So far Grove Square has the best hot chocolate K-cups.  We have tried a couple others but they don't compare.
3253,B005K4Q1VI,A282OG9GRBXNEE,Kris,0,0,4,1335830400,Hot Cocoa,"When I was talking to a neighbor about getting a Keurig she told me not to get cocoa.  This was in a group of beverages that I got when I ordered my Keurig and I think it is very good.  It is rich, creamy, and exactly what I want when I want a cup of cocoa!  I would order this again."
3254,B005K4Q1VI,A3M1LSD6E21BVK,"R. Johns ""HyghTone""",0,0,5,1335657600,Very good Hot Chocolate,This Hot chocolate is very good. It has just the right amount of milk chocolate flavor. The price is a very good deal and more than worth it!
3255,B005K4Q1VI,AJF5B70OO7S43,WOLF F.,0,0,5,1335571200,HARD TO BELIEVE,"I don't ven know why i ordered these, it was just on a whim. But what a surprise when I brewed myself some hot chocolate. The taste was unbelievable, just like homemade. Maybe a tad too sweet, but a tiny little bit of instant coffee added to it did the trick. Love it."
3256,B005K4Q1VI,AGVNJ7B3TH8TB,Jay Rose,0,0,3,1335312000,Eh... why bother?,"I was expecting something more... considering the Keurig does such a good job with coffee.<br />But this stuff? Everybody who sampled it here said it tasted just like Nestle's powdered hot chocolate in a mug with hot water. Watery, sugary, and nothing special."
3257,B005K4Q1VI,A2OIH61PAAW602,Michael S. Uhl,0,0,5,1335139200,love this,this item has an awesome chocolate flavor. i would recommend this product to anyone looking for hot chocolate for their keurig or any machine that uses k-cups. Great product
3258,B005K4Q1VI,A31IMY00G32AD2,Hamer82,0,0,1,1335052800,Can taste artificial sweetner.,I was hoping this was a good idea.  However we tried them even after I heard they tasted bitter like artificial sweetner and it was true.  Not the same as the stuff from the can.
3259,B005K4Q1VI,ANSGM5B0542MM,Richard C. Allen,0,0,5,1335052800,very good,Ordered this in the colder weather and it was great in the morning. Very easy and fast to prepare in K-Cups.
3260,B005K4Q1VI,AKJHHD5VEH7VG,Dominique W,0,0,3,1334880000,I like old school cocoa much better,"I saw these on sale so I nabbed them.  For anything larger than a 6oz cup, the results will be too weak.  I end up brewing one with 6oz of water and then a cappuccino or something on top of it.<br /><br />The peppermint was the flavor I was anxious to try but it ended up being the dark chocolate that I loved the most.  I'm on the fence about ordering hot cocoa k-cups in the future.  It might be better to stick with canned cocoa and just use the water from my Keurig."
3261,B005K4Q1VI,AEKFUOZXJGOES,nyclostboy,0,0,4,1334534400,Grove Square Hot Coco K-Cups,The Grove Square Hot Coco K-Cups have a good flavor but I find that the k-cups do not have enough hot coco mix to make that perfect cup. Thus I recommend putting a little less water in order to make each cup just right.
3262,B005K4Q1VI,A1OTH5C0YHR1TR,K. Long,0,0,5,1334016000,"Kids Love it, Taste Best to me...","After drinking Swiss Miss watered down hot chocolates taste for so long, this is a very tasty creamy hot chocolate. My kids love it so I tried it and its the best I had in a while. I will be ordering more."
3263,B005K4Q1VI,A2J8FJTJXL32VC,C. C. Smith,0,0,5,1334016000,good taste comes in small packages,"A pleasant surprise awaited me when I first ordered Grove Square milk chocolate Hot Cocoa cups. Not a coffee drinker,<br />I use our Keurig K-cup brewer mostly to make cocoa, and a few other brands I tried simply did not hit the mark. Grove Square cocoa tasted full-flavored, with just enough chocolate essence to make it a perfect drink. The first experience made me anticipate (with pleasure) the next time I popped a Grove Square K-cup into the machine!"
3264,B005K4Q1VI,A3BZRB5BQU7MP6,"Wanda T. Kindall ""TorreyK""",0,0,5,1333152000,I LOVE THIS HOT CHOCOLATE FOR THE KEURIG!,GROVE STREET HAS THE ABSOLUTE BEST HOT CHOCOLATE FOR THE KEURIG.  YOU SHOULD ALWAYS HAVE HOT CHOCOLATE AVAILABLE TO SOOTHE AWAY THE DAYS ANXIETIES!
3265,B005K4Q1VI,A393ZV2MIVGDPF,Lucas Gonzalez,0,0,5,1333065600,Love the flavor,My mom and son love the flavor of this hot chocolate. Add a little bit of milk afterwards and 1 splenda and the taste is amazing.
3266,B005K4Q1VI,AWGA6OTPZOF56,Monica E,0,0,5,1332979200,Creamy & Rich Cocoa,"I was hesitant to try this cocoa after all the horrible reviews about how it tasted so bad, and had a really bad Sucralose flavor. I don't know if I'm just not as picky as others or what it is, but I thought this hot cocoa was really good. Creamy and rich, and almost TOO sweet. I don't think it has an ""aftertaste"" though, how some have described. I used the middle water setting on my Keurig or ""small mug""...7.25 oz., I guess. Everyone has their own tastes and preferences, but as for me, I really like this product!"
3267,B005K4Q1VI,AS0O9EE62B0Y6,Miss Gamble,0,0,5,1332892800,best k-cup hot chocolate,"This is hands down the best tasting k-cup hot chocolate available.  The Cafe Escapes or whatever the brand name is tastes very watered down and artificial, while this one tastes thicker and milkier.  I love the dark chocolate flavor, although if I didn't know it wasn't dark I probably couldn't have told the difference between it and a regular cup of cocoa.  I will stick with the flavor just because it will probably be richer than the milk chocolate option.  These are such a hit at my house when the weather is cool.  Everyone always wants hot chocolate!<br /><br />Something to note on this is that these work much better when used with about 6 oz per k-cup.  I use 2 k-cups per mug and the flavor is much better than when I try one (too watery)."
3268,B005K4Q1VI,AMDPYQR7QVOJQ,TINJAN,0,0,5,1332633600,k-cup cocoa,My grandson loves this.  He makes a cup everytime he stops over. It quick and easy and the taste is good.
3269,B005K4Q1VI,A3TCHBGG6IS1OZ,Amazon Addict,0,0,5,1332288000,"If you like hot chocolate, this is great","As far as single serve cocoas go, this is one of the best.  I wouldn't say it's as good as some of the handmade ones, but it's still good!"
3270,B005K4Q1VI,A33VM5VIE089HS,"R. Castaneda ""Pepsi Gal""",0,0,4,1332201600,worth it,"nice variety pack. has 3 dofferent hot chocolates in one package. milk, dark and peppermint. nice holiday feel. good for company during the season."
3271,B005K4Q1VI,AYA27SRXFOXP7,Kari,0,0,4,1331856000,Very convenient and pretty good,We received this order in perfect condition. I purchased this product for my mother-in-law. She likes the convenience of the product in the Keurig Coffee Maker. The chocolate does not stick to the sides of the cup like the cheap hot chocolate in the paper bags. Overall it tastes pretty good. It is a little weak but good. Use only on the small cup setting in the Keurig. 4 stars.
3272,B005K4Q1VI,ANDCFU8FAQY3Z,Donna,0,0,5,1331769600,Really good!,"I bought this because it was a very good price.  It was really good though.  I love mixing a peppermint with a dark chocolate and having a double sized up of hot cocoa.<br /><br />Will keep buying this until they don't sell it anymore. It is really creamy.  I like it best with 6 ounces of water, gives it a thicker feel."
3273,B005K4Q1VI,A1CDYM10FO8791,Mary E Teague,0,0,4,1331683200,Received expired product,"I was disappointed by the fact that all three boxes I received had already expired.  Luckily enough, the flavors had not yet degraded.<br /><br />I specifically bought these in order to get the peppermint flavor.  I was hoping for more.  The peppermint hot chocolate does not have much peppermint flavor to it, but we will still enjoy it and both of the other flavors."
3274,B005K4Q1VI,A3916G6EAUK63A,Debra H Gabriel,0,0,5,1331596800,Warms the soul........,I keep this on hand for the young at heart.  We enjoy a cup almost every night.  Good taste.  will buy again.
3275,B005K4Q1VI,AYN5SCECP2LFK,Wixy,0,0,1,1331510400,Ugh so not what I was expecting >.&lt;,"So if you are a person who likes swiss miss / hot cocoa packets or hot cocoa from a gas station SO DO NOT GET THIS PRODUCT!  I can not taste any chocolate flavor in it whatsoever.  It just tastes like heated sugar water and nasty sugar water at that.  This product has a strong fake sugar taste and I am perfectly OK with diet sodas and other fake sugar products.  There is something about this I just can not put a finger on it but it made my stomach curl.  I even waited for it to cool down, but it got worse.  Very disapointed in this product and it was not what I was expecting at all."
3276,B005K4Q1VI,A1NTSZ3ZD4R5B7,TBmessick,0,0,4,1331424000,Delicious cocolate,"This is delicious hot chocolate. It is best at 8 oz cup, but can be stretched to 10. And 8oz of strong coffee and you have delicious mocha"
3277,B005K4Q1VI,A2AZLM2T4GAWJ1,StanM,0,0,5,1331337600,The Best hot Cocoa in a K-Cup,I've had many hot cocoa K-Cups and I must say this one is the best by far. The Green Mountain one has a half & half bitter aftertaste while the grove square is very pleasant and is as close as you can get without actually using milk.
3278,B005K4Q1VI,A3Z435GQN9XG8,Jo,0,0,5,1331251200,Very good hot chocolate.,"I really like this hot chocolate mix.  I was concerned, when I read some of the reviews, that I would not like it but I like it alot.  To me it has just the right amount of chocolate and is not to sweet.  I would recommend this product."
3279,B005K4Q1VI,A1ROUMJOGO4QMB,Steve,0,0,1,1331164800,Oh please... get an envelope and some hot water,"All this is, is artificially sweetened hot cocoa mix that is placed in a Kcup delivery device.  What a waste of money.  Also, Grove Square products are notoriously inferior."
3280,B005K4Q1VI,A53UQYV14N0D7,T Pynchon,0,0,3,1331164800,"OK for the price, not great","My kids like this cocoa, but I find flavor less delicious than the more expensive <a href=""http://www.amazon.com/gp/product/B003VQXYMQ"">Green Mountain Coffee Hot Cocoa, 24-Count K-Cups for Keurig Brewers (Pack of 2)</a>."
3281,B005K4Q1VI,APTGM66PJRNGC,J. Slade,0,0,2,1330992000,so so,very easy to use not the best flavor It has too much sugar and is not a quality I thought I was getting
3282,B005K4Q1VI,A3BHMPPJEOZ3W1,jack wood,0,0,5,1330905600,Well worth the money,The hot cocoa is delicious and is strong enough to make the larger size. I find all three flavors delicious with my favorite being the dark cocoa.  The best bang for the buck I have so far found for hot cocoa.  I tend to use my coffee maker for everything but coffee.
3283,B005K4Q1VI,A158I4XBGHVQ7W,glj104,0,0,5,1330905600,"Rich, smooth and creamy","Very good hot chocolate.  I have tried a few different brands, and this one is the best I have tried.  Should be priced higher for the quality you get."
3284,B005K4Q1VI,A1VABJOP02YUJG,amazonnut,0,0,5,1330819200,amazon nut,"I've been buying this milk hot chocolate for months now and it's one of the best I've had.  I even got my in-laws hooked on it and my granddaughters absolutely love it!  Great price, great product!"
3285,B005K4Q1VI,A2F20N23SUFXZG,Ryan P,0,0,5,1330560000,PERFECT!,Just what I was looking for tired of going to the store to pick these up and always being sold out! I love the flavor not so sweet and just right!! Thank you! and will be buying again!!
3286,B005K4Q1VI,A1OASDKPOPZPKD,Pam,0,0,3,1330560000,SWEET,"My oh my is this cocoa sweet. Too sweet I'd say. You're better off making hot cocoa from scratch. I bought this because I thought the minty flavor would be good, but it's too sweet. So are the dark and milk chocolate flavors."
3287,B005K4Q1VI,A3J8AQWNNI3WSN,TSparties,0,0,5,1330387200,Hot Cocoa K-cups,"I was a little skeptical when I bought this, but it has really been a great purchase.  The cocoa is DELICIOUS!  It's so easy to just make my daughter and I some cocoa quickly before sitting down to watch a movie.  I didn't have to add anything to it, but I did add a tiny bit of milk just to cool it down.  I would definitely recommend this product and purchase it again."
3288,B005K4Q1VI,AMRI1HBLPI25L,Eric Stein,0,0,4,1330300800,Sugar AND Sucralose,I didn't read the reviews thoroughly and found out too late that this product has enough sugar to give it 60 calories and 11 grams of carbohydrate in each cup. I tried one with a bit of cream and found it to be very tasty. I'll keep it around for friends and family or perhaps an occasional mini-splurge. I'd like to see amazon include nutritional info in the future.
3289,B005K4Q1VI,A15UT1J4NEDI5M,JUSTJENN25,0,0,4,1330128000,Really tasty...,This is really tasty hot chocolate.  I like it much more than the dark chocolate flavor but that is just my preference...
3290,B005K4Q1VI,A9AAK8MS0T90F,William,0,0,5,1330128000,Great Value,"Good value for the money. These are good. The hot cocoa is excellent however, don't get the coffee cuz its instant!"
3291,B005K4Q1VI,AGFV9F4CI93S3,Logical,0,0,5,1329868800,Not bad using CoffeeMate Chocolate Creamer,"Not bad at all when I use CoffeeMate CHOCOLATE creamer.<br />I still like swiss mix made with 2% milk a little better.<br />But as far K-Cups go, this milk chocolate with the Coffeemate Chocolate Creamer is not bad.<br />And currently, it is less than $11.00 for 24 cups."
3292,B005K4Q1VI,ALHX4DKHGQD4Z,Robin,0,0,5,1329868800,nummy,My boyfriend and I really like these k cups. We have tried others and they were kind of gross. These are the ones we will stick with. Can't go wrong.
3293,B005K4Q1VI,A1XNHRL5TPXK6N,bobnanna1999,0,0,4,1329782400,kids will love it,This is a great hot cocoa as long as you read the box and only use the 8oz setting on your coffee make. Otherwise it will taste watered down. Also it is an instant coffee so dont be surprised by it.
3294,B005K4Q1VI,A1ET4NWR651CAX,K. Anderson,0,0,3,1329523200,"Buy packets, swiss miss is better and cheaper.","The product is not bad, but must brew at smallest cup size or it has no flavor.  Definitely an aftertaste. Watery."
3295,B005K4Q1VI,A3LXOMANBRFQJG,suaimhneas15,0,0,2,1329350400,Too watery after multiple settings.,"A hot chocolate packet was the first K-Cup on my new Keurig (it was 1 a.m. and I wasn't ready for coffee before bed). I had read they ran a little watery but I decided to try it on the 10 oz. setting, took a sip, and tossed it. The next morning I made one with 8 oz. and added some whipped cream. The taste was kind of grainy and it was still pretty watery. My husband made one to try at 6 oz. and said it tasted like sugar water. I might try combining 2-3 6 oz. servings to use the box up but we won't be buying more."
